# lambda = 4.3 um
# Basline       Visbility Dust + Star         Visibility  Star
0	            0.9993088927925328          0.9999965087763303
1	            0.9974411816229667          0.9999930175526605
2	            0.9944389996385532          0.9999895263289907
3	            0.9903684140229063          0.999986035105321
4	            0.9852207583659951          0.9999778565081123
5	            0.9791914393938548          0.9999673830535406
6	            0.9724578960050546          0.9999569095989688
7	            0.9651663070290379          0.9999464361443973
8	            0.9574586132671566          0.9999335703961356
9	            0.9495243755284615          0.9999161153599576
10	            0.9415646657613644          0.9998986603237794
11	            0.9337442292207345          0.9998812052876014
12	            0.9262308219188687          0.9998636526168269
13	            0.9192518486562292          0.9998392170811453
14	            0.9128919153258536          0.9998147815454635
15	            0.9072666469169234          0.999790346009782
16	            0.9024728217653989          0.9997659104741005
17	            0.8987123450500037          0.9997366921307546
18	            0.8959477486815011          0.9997052776103945
19	            0.8941754841454855          0.9996738630900348
20	            0.8933944169551894          0.999642448569675
21	            0.8936575928406894          0.9996085457266138
22	            0.8948962261228917          0.9995701541690049
23	            0.8969649442077348          0.9995317626113956
24	            0.899772600338576           0.9994933710537867
25	            0.9032315588156428          0.9994547843904096
26	            0.9072435074304257          0.9994094181754317
27	            0.9116043681844589          0.9993640519604541
28	            0.9161790121691546          0.9993186857454762
29	            0.9208309582547591          0.9992733195304981
30	            0.9253976481232731          0.9992230778870853
31	            0.9297437937897218          0.9991707398268839
32	            0.93375295993526            0.9991184017666823
33	            0.9373200765181924          0.9990660637064811
34	            0.9402917766013819          0.9990111428641338
35	            0.9426095732805636          0.9989518362028987
36	            0.9442546245471767          0.9988925295416637
37	            0.9451964235037492          0.9988332228804288
38	            0.9453845175448231          0.9987736239689123
39	            0.9447994724720689          0.9987073523826243
40	            0.9435484661050012          0.9986410807963362
41	            0.9416821377902951          0.9985748092100479
42	            0.9392623072768622          0.9985085376237598
43	            0.9363172703968472          0.9984373009613914
44	            0.9330202070761683          0.9983640685575332
45	            0.9294723299567555          0.9982908361536753
46	            0.9257794734941874          0.998217603749817
47	            0.9220580747762763          0.9981416958349514
48	            0.9184334354789877          0.9980615071521876
49	            0.9150067526574075          0.9979813184694235
50	            0.9118710349736447          0.9979011297866596
51	            0.9091431570798008          0.9978205521986088
52	            0.906910438904651           0.9977334122064286
