# lambda = 4.8 um
# Basline       Visbility Dust + Star         Visibility  Star
0	            0.9999495886027913            0.9999968724454624
1	            0.9998991772055826            0.999993744890925
2	            0.9998487658083743            0.9999906173363874
3	            0.9997983544111657            0.9999874897818499
4	            0.9997311338172074            0.9999833114323683
5	            0.9995806647441068            0.9999739289626479
6	            0.999430195671006             0.9999645464929272
7	            0.9992797265979054            0.9999551640232068
8	            0.9991292575248046            0.9999457815534863
9	            0.998945936657042             0.9999342976893096
10	            0.9986976915190965            0.999918660886067
11	            0.9984494463811506            0.999903024082824
12	            0.9982012012432051            0.999887387279581
13	            0.9979529561052596            0.9998717504763384
14	            0.9976573268132826            0.9998529620699661
15	            0.9973150627404029            0.9998310719025848
16	            0.9969727986675232            0.9998091817352032
17	            0.9966305345946433            0.9997872915678219
18	            0.9962882705217638            0.9997654014004405
19	            0.9958862985033857            0.9997393100074513
20	            0.9954551807162589            0.9997111678329623
21	            0.9950240629291321            0.9996830256584733
22	            0.9945929451420054            0.9996548834839842
23	            0.9941618273548786            0.9996267413094952
24	            0.9936615182670838            0.9995933490683938
25	            0.9931480274690405            0.999558956631369
26	            0.9926345366709971            0.9995245641943442
27	            0.9921210458729537            0.9994901717573194
28	            0.9916069597392456            0.9994557295198884
29	            0.9910187760772993            0.9994150889523041
30	            0.9904305924153529            0.9993744483847199
31	            0.9898424087534067            0.9993338078171354
32	            0.9892542250914604            0.9992931672495512
33	            0.988654436405905             0.9992514276696943
34	            0.9880003021909523            0.999204541490764
35	            0.9873461679759996            0.9991576553118335
36	            0.9866920337610471            0.999110769132903
37	            0.9860378995460943            0.9990638829539725
38	            0.9853643996578112            0.999014849530461
39	            0.9846539634320948            0.998961720646438
40	            0.9839435272063786            0.998908591762415
41	            0.9832330909806624            0.9988554628783919
42	            0.982522654754946             0.9988023339943689
43	            0.9817887100947291            0.9987460108079592
44	            0.981032354982446             0.9986866425119095
45	            0.9802759998701629            0.9986272742158596
46	            0.9795196447578799            0.9985679059198097
