# lambda = 3.61027098 um
# Basline       Visbility Dust + Star         Visibility  Star
0	            0.999906755971849             0.9999958417908621
1	            0.9998135119436976            0.9999916835817237
2	            0.9997202679155466            0.9999875253725858
3	            0.9995593601378937            0.9999803263024625
4	            0.9992810689790516            0.9999678519328357
5	            0.9990027778202097            0.9999553775632086
6	            0.9987244866613678            0.9999429031935815
7	            0.9983140103846607            0.999924347667539
8	            0.9978549689942612            0.9999035579107641
9	            0.9973959276038618            0.9998827681539891
10	            0.9969200449053702            0.999861172174718
11	            0.9962873290121756            0.9998320683196298
12	            0.995654613118981             0.9998029644645415
13	            0.9950218972257865            0.9997738606094536
14	            0.9943133350111661            0.9997409112596172
15	            0.9935166722215789            0.9997034951104429
16	            0.9927200094319915            0.9996660789612687
17	            0.9919233466424042            0.9996286628120944
18	            0.9910009985372278            0.9995843636421505
19	            0.9900525939737713            0.9995386375183685
20	            0.989104189410315             0.9994929113945861
21	            0.9881291610816679            0.9994455741753019
22	            0.9870434789042419            0.9993915409114595
23	            0.9859577967268158            0.9993375076476172
24	            0.9848721145493898            0.9992834743837747
25	            0.983718825732407             0.9992247943361415
26	            0.9825123306642395            0.9991624572816343
27	            0.9813058355960722            0.999100120227127
28	            0.9800993405279047            0.9990377831726198
29	            0.9787978762009579            0.9989677665716137
30	            0.9774887399305745            0.9988971295904222
31	            0.9761796036601909            0.9988264926092307
32	            0.974846296784491             0.9987534423569285
33	            0.9734540747696663            0.9986745098273155
34	            0.9720618527548416            0.9985955772977029
35	            0.970669630740017             0.9985166447680899
36	            0.9692363776382552            0.9984322688553906
37	            0.9677816623851886            0.9983450456695592
38	            0.9663269471321219            0.9982578224837279
39	            0.9648713155885208            0.9981704151559988
40	            0.9633753729088672            0.9980749067197081
41	            0.9618794302292134            0.9979793982834176
42	            0.9603834875495597            0.997883889847127
43	            0.9588799182276982            0.9977851700062496
44	            0.9573643132794399            0.9976813822383922
45	            0.9558487083311816            0.9975775944705351
46	            0.9543331033829233            0.9974738067026777
47	            0.9528188736719193            0.9973637849824286
48	            0.9513050937617064            0.9972517243145668
49	            0.9497913138514933            0.9971396636467047
50	            0.9482802588848582            0.9970266177116258
51	            0.9467893400463222            0.9969062910874876
52	            0.9452984212077862            0.9967859644633494
53	            0.94380750236925              0.9966656378392112
54	            0.942337472486666             0.9965413070591311
55	            0.9408896367509273            0.9964127219340674
56	            0.9394418010151888            0.9962841368090036
57	            0.9379939652794502            0.9961555516839397
58	            0.9365989851179136            0.9960199494010527
59	            0.9352132951613278            0.9958831137414529
60	            0.9338276052047421            0.9957462780818532
61	            0.9324591496380209            0.9956076607669593
62	            0.9311531871330311            0.9954625830496274
63	            0.929847224628041             0.9953175053322958
64	            0.9285412621230512            0.9951724276149642
65	            0.9272908846874994            0.9950225597061193
66	            0.9260804582026803            0.9948692489176113
67	            0.9248700317178612            0.9947159381291035
68	            0.923659605233042             0.9945626273405958
69	            0.9225527517571596            0.9944015248786595
70	            0.9214516394619227            0.9942399905145788
71	            0.9203505271666856            0.9940784561504981
72	            0.9192872555916819            0.9939143498144768
73	            0.9183069873315656            0.9937446018787311
