# lambda = 3.61027098 um
# Basline       Visbility Dust + Star         Visibility  Star
74	            0.9173267190714495            0.9935748539429857
75	            0.9163464508113333            0.99340510600724
76	            0.9154543923301984            0.993229789885966
77	            0.9146040748640515            0.9930518388899847
78	            0.9137537573979045            0.9928738878940033
79	            0.9129095076878136            0.9926955727573875
80	            0.9121956960339495            0.9925094297192985
81	            0.9114818843800849            0.9923232866812094
82	            0.9107680727262207            0.9921371436431206
83	            0.910111851874918             0.9919476457142099
84	            0.9095384688162872            0.9917533221579775
85	            0.9089650857576561            0.9915589986017455
86	            0.908391702699025             0.9913646750455131
87	            0.9079282360626358            0.9911640146676153
88	            0.9074965409289982            0.9909615226221385
89	            0.9070648457953607            0.9907590305766621
90	            0.9066529923234962            0.9905553851071948
91	            0.9063615992198966            0.9903447371053661
92	            0.906070206116297             0.9901340891035372
93	            0.9057788130126976            0.9899234411017084
94	            0.9055565537986671            0.9897086640048618
95	            0.9054014985028822            0.9894898730825857
96	            0.9052464432070974            0.9892710821603096
97	            0.9050913879113125            0.9890522912380334
98	            0.905049708819378             0.9888264055211545
99	            0.9050245626449622            0.9885994852163287
100	            0.9049994164705465            0.9883725649115028
101	            0.9050031572080106            0.9881437099770095
102	            0.9050991852421864            0.987908674328465
103	            0.9051952132763622            0.9876736386799203
104	            0.9052912413105381            0.9874386030313759
105	            0.9054539153730385            0.9871986741042637
106	            0.9056602756671639            0.9869555376506673
107	            0.9058666359612892            0.986712401197071
108	            0.9060729962554146            0.9864692647434745
109	            0.9063740184379045            0.9862182874783263
110	            0.9066779979686447            0.9859670652570429
111	            0.9069819774993849            0.9857158430357595
112	            0.9073138937054852            0.9854619143641433
113	            0.9077011762516423            0.9852026219100605
114	            0.9080884587977994            0.9849433294559774
115	            0.9084757413439564            0.9846840370018943
116	            0.9089104674228697            0.9844190983998069
117	            0.9093654279288275            0.984151751744119
118	            0.9098203884347852            0.983884405088431
119	            0.9102787533421361            0.9836165225143175
120	            0.9107847728747711            0.9833411381832731
121	            0.9112907924074058            0.9830657538522287
122	            0.9117968119400407            0.9827903695211844
123	            0.9123174337357002            0.9825115175990297
124	            0.9128572287958595            0.9822281126126394
125	            0.9133970238560187            0.9819447076262493
126	            0.9139368189161781            0.9816613026398593
127	            0.9144895132115555            0.9813715112295953
128	            0.9150454729398995            0.981080103100301
129	            0.9156014326682433            0.9807886949710067
130	            0.9161571575633481            0.9804959801029869
131	            0.9167116822870398            0.9801965868342929
132	            0.9172662070107312            0.979897193565599
133	            0.9178207317344229            0.9795978002969051
134	            0.9183653637177128            0.9792941902571146
135	            0.9189011983201434            0.9789868303421808
136	            0.9194370329225742            0.9786794704272469
137	            0.9199728675250048            0.9783721105123131
138	            0.9204771289732198            0.9780576377551414
139	            0.9209776847320886            0.9777423301753376
140	            0.9214782404909576            0.977427022595534
141	            0.9219655316512193            0.9771096487940357
142	            0.9224151904767403            0.9767864130174593
143	            0.9228648493022611            0.9764631772408827
144	            0.923314508127782             0.9761399414643062
145	            0.9237232941917903            0.9758117529628665
146	            0.9241076896000547            0.9754806089428207
147	            0.9244920850083191            0.975149464922775
148	            0.9248764804165835            0.9748183209027292
149	            0.9251833805170164            0.9744793527265202
150	            0.9254896501847539            0.974140320899956
151	            0.9257959198524913            0.973801289073392
152	            0.92607026972856              0.9734594441471291
153	            0.9262872750837953            0.9731125454330493
154	            0.9265042804390305            0.9727656467189693
155	            0.926721285794266             0.9724187480048894
156	            0.9268670542264341            0.9720661750868693
157	            0.9269855632220378            0.9717114308846933
158	            0.9271040722176418            0.9713566866825175
159	            0.9272131862361478            0.9710012469530855
160	            0.9272260162156328            0.9706386791409812
161	            0.9272388461951181            0.9702761113288767
162	            0.9272516761746031            0.9699135435167723
163	            0.9272141813217311            0.9695474295826447
164	            0.9271162997031528            0.9691770605158175
165	            0.9270184180845744            0.9688066914489905
166	            0.926920536465996             0.9684363223821633
167	            0.9267295301059872            0.9680595733370574
168	            0.9265181114637973            0.9676814258460076
169	            0.9263066928216073            0.9673032783549576
170	            0.9260740583574097            0.9669236894073655
171	            0.9257484973562841            0.966537786796105
172	            0.9254229363551585            0.9661518841848445
173	            0.9250973753540328            0.9657659815735842
174	            0.9247097351465016            0.9653758149059909
175	            0.9242716156579114            0.9649821809502257
176	            0.9238334961693211            0.9645885469944606
177	            0.9233953766807309            0.9641949130386955
178	            0.9228574133959206            0.9637942102452349
179	            0.9223104349900407            0.9633928691905098
180	            0.9217634565841609            0.9629915281357846
181	            0.9211873008191482            0.962588014178871
182	            0.9205371646545               0.9621789907386779
183	            0.9198870284898516            0.9617699672984849
184	            0.9192368923252033            0.9613609438582918
185	            0.9185247551717538            0.9609469547279856
186	            0.9177790120864395            0.9605302740818369
187	            0.9170332690011253            0.960113593435688
188	            0.9162863029592384            0.959696804758636
189	            0.915454167285525             0.9592724925501004
190	            0.9146220316118115            0.9588481803415649
191	            0.9137898959380982            0.9584238681330294
192	            0.9129289966493755            0.9579966672758324
193	            0.9120211299138832            0.9575647496105363
194	            0.9111132631783909            0.9571328319452401
195	            0.9102053964428987            0.956700914279944
196	            0.9092499210127886            0.956263346782563
197	            0.9082781902354855            0.9558238502261549
198	            0.9073064594581826            0.955384353669747
199	            0.9063290552964526            0.9549440179020069
               
