# lambda = 3.39790297 um
# Basline       Visbility Dust + Star         Visibility  Star
132	            0.9192913732166467         0.977328500400634
133	            0.9198261589249009         0.9769884471769046
134	            0.9203384594153006         0.9766450092523449
135	            0.9208507599057            0.9763015713277853
136	            0.9213502943755605         0.9759566408300179
137	            0.9217907279917499         0.9756048003989266
138	            0.9222311616079393         0.975252959967835
139	            0.9226715952241289         0.9749011195367435
140	            0.9230468378696584         0.9745429342161809
141	            0.923401162502245          0.9741827129928126
142	            0.9237554871348317         0.973822491769444
143	            0.9240766839522612         0.9734594577549724
144	            0.9243325650765797         0.9730908779657613
145	            0.9245884462008983         0.9727222981765502
146	            0.9248443273252168         0.972353718387339
147	            0.925000673188773          0.9719775033384687
148	            0.9251478862459018         0.971600587720293
149	            0.9252950993030307         0.9712236721021175
150	            0.9253845368779018         0.9708426384491583
151	            0.9254151254913233         0.9704574102475646
152	            0.925445714104745          0.9700721820459708
153	            0.9254671573627324         0.9696863335201473
154	            0.9253755448720156         0.9692928164875361
155	            0.9252839323812989         0.9688992994549247
156	            0.925192319890582          0.9685057824223133
157	            0.9250187034379466         0.9681068580492415
158	            0.9248017561758848         0.9677050764430124
159	            0.924584808913823          0.9673032948367832
160	            0.9243384103182949         0.9668995874191236
161	            0.9239954520253494         0.9664895659997834
162	            0.923652493732404          0.9660795445804433
163	            0.9233095354394587         0.965669523161103
164	            0.9228655305179059         0.9652528219877788
165	            0.9223983082581257         0.9648345860170084
166	            0.9219310859983457         0.964416350046238
167	            0.9214166828552086         0.9639948991399677
168	            0.9208292857516222         0.9635684743786518
169	            0.9202418886480357         0.9631420496173358
170	            0.9196544915444493         0.9627156248560199
171	            0.9189564080472474         0.9622812657633698
172	            0.9182551410731598         0.961846678469587
173	            0.917553874099072          0.9614120911758042
174	            0.9167944161642992         0.9609730171323138
175	            0.915987632091898          0.9605302940592889
176	            0.9151808480194972         0.9600875709862642
177	            0.9143615838868935         0.9596437863070852
178	            0.9134594772892309         0.9591929547011034
179	            0.9125573706915684         0.9587421230951216
180	            0.9116552640939056         0.9582912914891397
181	            0.9106938238756215         0.9578347195652803
182	            0.909708191787078          0.9573758071635622
183	            0.9087225596985344         0.9569168947618439
184	            0.9077165271429076         0.956455648674848
185	            0.9066605015932065         0.9559886837033881
186	            0.9056044760435055         0.9555217187319281
187	            0.9045484504938043         0.955054753760468
188	            0.9034435590741631         0.9545808140741356
189	            0.9023313172105011         0.9541058252455021
190	            0.9012190753468391         0.9536308364168687
191	            0.9000883025593532         0.9531522604801598
192	            0.8989347604512289         0.9526692769912579
193	            0.8977812183431045         0.9521862935023562
194	            0.8966269459701696         0.951703085967685
195	            0.8954474424454294         0.9512121374974822
196	            0.8942679389206893         0.9507211890272793
197	            0.893088435395949          0.9502302405570765
198	            0.8919025405473168         0.9497344711290361
199	            0.8907125175318723         0.9492355878362502
