# lambda = 4.3 um
# Basline       Visbility Dust + Star         Visibility  Star
0	            0.9999356061309833            0.9999965087763303
1	            0.9998712122619666            0.9999930175526605
2	            0.9998068183929499            0.9999895263289907
3	            0.9997424245239332            0.999986035105321
4	            0.9995922332081573            0.9999778565081123
5	            0.9994000369399757            0.9999673830535406
6	            0.9992078406717941            0.9999569095989688
7	            0.9990156444036125            0.9999464361443973
8	            0.9987806624786306            0.9999335703961356
9	            0.9984636021288383            0.9999161153599576
10	            0.9981465417790462            0.9998986603237794
11	            0.9978294814292539            0.9998812052876014
12	            0.9975107423104944            0.9998636526168269
13	            0.9970736564128488            0.9998392170811453
14	            0.9966365705152032            0.9998147815454635
15	            0.9961994846175576            0.999790346009782
16	            0.9957623987199119            0.9997659104741005
17	            0.9952476160978988            0.9997366921307546
18	            0.9946971565739282            0.9997052776103945
19	            0.9941466970499576            0.9996738630900348
20	            0.993596237525987             0.999642448569675
21	            0.9930083204854931            0.9996085457266138
22	            0.9923528333909717            0.9995701541690049
23	            0.9916973462964501            0.9995317626113956
24	            0.9910418592019289            0.9994933710537867
25	            0.9903837107953464            0.9994547843904096
26	            0.9896330868939229            0.9994094181754317
27	            0.9888824629924996            0.9993640519604541
28	            0.988131839091076             0.9993186857454762
29	            0.9873812151896528            0.9992733195304981
30	            0.9865719351171622            0.9992230778870853
31	            0.9857374331009173            0.9991707398268839
32	            0.9849029310846724            0.9991184017666823
33	            0.9840684290684275            0.9990660637064811
34	            0.9832074445904335            0.9990111428641338
35	            0.9823014902797634            0.9989518362028987
36	            0.9813955359690933            0.9988925295416637
37	            0.9804895816584235            0.9988332228804288
38	            0.9795811902778495            0.9987736239689123
39	            0.97861715558088              0.9987073523826243
40	            0.9776531208839102            0.9986410807963362
41	            0.9766890861869404            0.9985748092100479
42	            0.9757250514899709            0.9985085376237598
43	            0.9747296324122092            0.9984373009613914
44	            0.9737215981982694            0.9983640685575332
45	            0.9727135639843298            0.9982908361536753
46	            0.9717055297703903            0.998217603749817
47	            0.9706861653021353            0.9981416958349514
48	            0.9696486726375032            0.9980615071521876
49	            0.9686111799728713            0.9979813184694235
50	            0.9675736873082392            0.9979011297866596
51	            0.9665353714982974            0.9978205521986088
